symptom_text,department,label
allergic skin reaction after eating,Dermatology,3
infant not feeding since 2 days,Pediatrics,8
phobia worsening at night,Psychiatry,9
back pain after eating,Orthopedics,2
back pain,Orthopedics,2
chest tightness at rest after eating,Cardiology,0
seizures after eating,Neurology,1
blood in urine chronic,Nephrology,12
confusion,Neurology,1
neck stiffness chronic,Orthopedics,2
bone pain with fever,Orthopedics,2
PCOD symptoms chronic,Gynecology,7
acne after eating,Dermatology,3
tonsillitis chronic,ENT,11
stress mild to moderate,Psychiatry,9
weakness on one side,Neurology,1
newborn jaundice sudden onset,Pediatrics,8
childhood asthma sudden onset,Pediatrics,8
coughing blood since 1 week,Pulmonology,5
hormonal imbalance worsening at night,Gynecology,7
pelvic pain worsening at night,Gynecology,7
hair thinning sudden onset,Endocrinology,6
panic attacks in the morning,Psychiatry,9
weakness since 2 days,General Medicine,13
squinting mild to moderate,Ophthalmology,10
acid reflux,Gastroenterology,4
weakness on one side,Neurology,1
loss of appetite since 1 week,General Medicine,13
breathlessness at night in the morning,Pulmonology,5
cough for 3 weeks chronic,Pulmonology,5
vaccination chronic,Pediatrics,8
fatigue in the morning,Endocrinology,6
nausea with fever,Gastroenterology,4
vomiting since 2 days,Gastroenterology,4
hair thinning with fever,Endocrinology,6
blood in stool with fever,Gastroenterology,4
fatigue,General Medicine,13
hearing loss with fever,ENT,11
typhoid symptoms chronic,General Medicine,13
liver pain mild to moderate,Gastroenterology,4
foot pain in morning after eating,Orthopedics,2
shortness of breath,Cardiology,0
eczema flare since 2 days,Dermatology,3
childhood asthma worsening at night,Pediatrics,8
chest congestion with fever,Pulmonology,5
body ache chronic,General Medicine,13
insomnia in the morning,Psychiatry,9
blood in urine mild to moderate,Nephrology,12
vaginal discharge with fever,Gynecology,7
smoking related cough after eating,Pulmonology,5
cold intolerance,Endocrinology,6
depression since 1 week,Psychiatry,9
cough for 3 weeks with fever,Pulmonology,5
glaucoma symptoms mild to moderate,Ophthalmology,10
irregular heartbeat since 1 week,Cardiology,0
acid reflux since 2 days,Gastroenterology,4
runny nose worsening at night,ENT,11
palpitations in the morning,Cardiology,0
allergic skin reaction mild to moderate,Dermatology,3
frequent urination worsening at night,Endocrinology,6
ear pain chronic,ENT,11
pelvic pain chronic,Gynecology,7
fatigue since 2 days,Endocrinology,6
breathlessness at night since 2 days,Pulmonology,5
fatigue since 2 days,Endocrinology,6
chest congestion since 2 days,Pulmonology,5
childhood asthma since 1 week,Pediatrics,8
kidney pain with fever,Nephrology,12
nasal congestion mild to moderate,ENT,11
cold and cough worsening at night,General Medicine,13
squinting with fever,Ophthalmology,10
vomiting worsening at night,Gastroenterology,4
swollen ankles in the morning,Cardiology,0
floaters in vision,Ophthalmology,10
skin rash since 1 week,Dermatology,3
general checkup worsening at night,General Medicine,13
snoring,ENT,11
allergic skin reaction sudden onset,Dermatology,3
cold intolerance mild to moderate,Endocrinology,6
breathlessness on exertion,Cardiology,0
vomiting after eating,Gastroenterology,4
decreased urine output sudden onset,Nephrology,12
floaters in vision since 2 days,Ophthalmology,10
liver pain,Gastroenterology,4
coughing blood chronic,Pulmonology,5
ear pain,ENT,11
schizophrenia symptoms worsening at night,Psychiatry,9
constipation mild to moderate,Gastroenterology,4
frequent urination with fever,Endocrinology,6
palpitations worsening at night,Cardiology,0
malaria symptoms after eating,General Medicine,13
smoking related cough after eating,Pulmonology,5
memory loss after eating,Neurology,1
numbness in face,Neurology,1
red eye worsening at night,Ophthalmology,10
irregular heartbeat chronic,Cardiology,0
breast lump since 1 week,Gynecology,7
nail discoloration after eating,Dermatology,3
runny nose with fever,ENT,11
fatigue sudden onset,Endocrinology,6
nausea,Gastroenterology,4
vertigo sudden onset,ENT,11
eye pain,Ophthalmology,10
PCOD symptoms since 1 week,Gynecology,7
cold and cough sudden onset,General Medicine,13
watery eyes,Ophthalmology,10
watery eyes with fever,Ophthalmology,10
schizophrenia symptoms in the morning,Psychiatry,9
swollen ankles after eating,Cardiology,0
typhoid symptoms after eating,General Medicine,13
ear pain chronic,ENT,11
boil on skin sudden onset,Dermatology,3
frequent UTI since 1 week,Nephrology,12
vertigo since 2 days,ENT,11
dizziness since 1 week,Neurology,1
anxiety worsening at night,Psychiatry,9
irregular heartbeat worsening at night,Cardiology,0
seizures worsening at night,Neurology,1
blood in urine worsening at night,Nephrology,12
cough for 3 weeks since 2 days,Pulmonology,5
decreased urine output chronic,Nephrology,12
slurred speech worsening at night,Neurology,1
weakness mild to moderate,General Medicine,13
hair loss,Dermatology,3
phobia after eating,Psychiatry,9
snoring since 1 week,ENT,11
childhood asthma,Pediatrics,8
newborn jaundice in the morning,Pediatrics,8
eye pain after eating,Ophthalmology,10
sudden weight gain,Endocrinology,6
glaucoma symptoms worsening at night,Ophthalmology,10
palpitations with fever,Cardiology,0
suicidal thoughts since 1 week,Psychiatry,9
diabetes symptoms worsening at night,Endocrinology,6
frequent UTI mild to moderate,Nephrology,12
frequent UTI sudden onset,Nephrology,12
weakness on one side chronic,Neurology,1
yellow eyes sudden onset,Gastroenterology,4
tonsillitis chronic,ENT,11
hair loss chronic,Dermatology,3
boil on skin worsening at night,Dermatology,3
phobia since 1 week,Psychiatry,9
hip pain while walking mild to moderate,Orthopedics,2
floaters in vision since 1 week,Ophthalmology,10
weakness,General Medicine,13
vaccination worsening at night,Pediatrics,8
darkening of skin in the morning,Dermatology,3
panic attacks worsening at night,Psychiatry,9
TB symptoms with fever,Pulmonology,5
watery eyes,Ophthalmology,10
hair loss since 2 days,Dermatology,3
menstrual cramps after eating,Gynecology,7
pregnancy symptoms chronic,Gynecology,7
swollen ankles after eating,Cardiology,0
child fever in the morning,Pediatrics,8
nausea chronic,Gastroenterology,4
fever in the morning,General Medicine,13
ear pain after eating,ENT,11
severe headache with fever,Neurology,1
nasal congestion,ENT,11
knee pain sudden onset,Orthopedics,2
nail discoloration since 2 days,Dermatology,3
menopause symptoms sudden onset,Gynecology,7
acne chronic,Dermatology,3
blood in stool with fever,Gastroenterology,4
increased thirst after eating,Endocrinology,6
typhoid symptoms in the morning,General Medicine,13
fatigue since 1 week,General Medicine,13
chest congestion mild to moderate,Pulmonology,5
eczema flare since 2 days,Dermatology,3
sore throat,ENT,11
tingling in hands worsening at night,Neurology,1
darkening of skin after eating,Dermatology,3
vaginal discharge since 2 days,Gynecology,7
cataract since 1 week,Ophthalmology,10
hearing loss chronic,ENT,11
insulin resistance sudden onset,Endocrinology,6
diarrhea after eating,Gastroenterology,4
child ear pain,Pediatrics,8
cough for 3 weeks after eating,Pulmonology,5
bone pain worsening at night,Orthopedics,2
child rash since 2 days,Pediatrics,8
shoulder stiffness after eating,Orthopedics,2
glaucoma symptoms mild to moderate,Ophthalmology,10
palpitations in the morning,Cardiology,0
pregnancy symptoms mild to moderate,Gynecology,7
slurred speech since 2 days,Neurology,1
heart racing,Cardiology,0
boil on skin mild to moderate,Dermatology,3
chest tightness at rest after eating,Cardiology,0
frequent chest infections worsening at night,Pulmonology,5
phobia,Psychiatry,9
runny nose with fever,ENT,11
nasal congestion worsening at night,ENT,11
frequent chest infections mild to moderate,Pulmonology,5
frequent UTI sudden onset,Nephrology,12
hormonal imbalance chronic,Gynecology,7
OCD symptoms in the morning,Psychiatry,9
breathlessness at night since 1 week,Pulmonology,5
shortness of breath with fever,Cardiology,0
diarrhea sudden onset,Gastroenterology,4
child rash with fever,Pediatrics,8
memory loss since 1 week,Neurology,1
general checkup sudden onset,General Medicine,13
excessive sweating after eating,Endocrinology,6
skin rash since 2 days,Dermatology,3
phobia,Psychiatry,9
shoulder stiffness mild to moderate,Orthopedics,2
breast lump mild to moderate,Gynecology,7
stress chronic,Psychiatry,9
bloating,Gastroenterology,4
cold intolerance sudden onset,Endocrinology,6
hip pain while walking chronic,Orthopedics,2
panic attacks in the morning,Psychiatry,9
dialysis related since 2 days,Nephrology,12
seizures since 1 week,Neurology,1
decreased urine output worsening at night,Nephrology,12
PCOD symptoms sudden onset,Gynecology,7
weakness on one side since 1 week,Neurology,1
panic attacks with fever,Psychiatry,9
vomiting with fever,Gastroenterology,4
skin rash after eating,Dermatology,3
newborn jaundice chronic,Pediatrics,8
darkening of skin with fever,Dermatology,3
acne in the morning,Dermatology,3
chest tightness at rest mild to moderate,Cardiology,0
dialysis related after eating,Nephrology,12
dengue symptoms after eating,General Medicine,13
dizziness while climbing stairs mild to moderate,Cardiology,0
confusion,Neurology,1
fatigue sudden onset,Endocrinology,6
smoking related cough with fever,Pulmonology,5
chest tightness at rest mild to moderate,Cardiology,0
coughing blood sudden onset,Pulmonology,5
weakness on one side chronic,Neurology,1
menstrual cramps mild to moderate,Gynecology,7
hormonal imbalance mild to moderate,Gynecology,7
blood in urine worsening at night,Nephrology,12
frequent UTI sudden onset,Nephrology,12
vaccination since 2 days,Pediatrics,8
stomach pain since 2 days,Gastroenterology,4
nausea sudden onset,Gastroenterology,4
numbness in face since 2 days,Neurology,1
nausea sudden onset,Gastroenterology,4
menstrual cramps sudden onset,Gynecology,7
red eye sudden onset,Ophthalmology,10
severe headache mild to moderate,Neurology,1
runny nose,ENT,11
pelvic pain since 2 days,Gynecology,7
foamy urine mild to moderate,Nephrology,12
bone pain worsening at night,Orthopedics,2
squinting mild to moderate,Ophthalmology,10
swollen face in morning with fever,Nephrology,12
vaginal discharge after eating,Gynecology,7
difficulty swallowing,Gastroenterology,4
menopause symptoms since 1 week,Gynecology,7
frequent urination chronic,Endocrinology,6
stress worsening at night,Psychiatry,9
hormonal imbalance sudden onset,Gynecology,7
neck stiffness after eating,Orthopedics,2
asthma attack sudden onset,Pulmonology,5
panic attacks mild to moderate,Psychiatry,9
sore throat chronic,ENT,11
dengue symptoms mild to moderate,General Medicine,13
frequent urination mild to moderate,Endocrinology,6
hormonal imbalance chronic,Gynecology,7
child vomiting worsening at night,Pediatrics,8
insulin resistance worsening at night,Endocrinology,6
insulin resistance in the morning,Endocrinology,6
darkening of skin chronic,Dermatology,3
menopause symptoms since 2 days,Gynecology,7
pelvic pain chronic,Gynecology,7
tingling in hands since 1 week,Neurology,1
frequent UTI since 1 week,Nephrology,12
excessive sweating sudden onset,Endocrinology,6
frequent urination with fever,Endocrinology,6
difficulty swallowing with fever,Gastroenterology,4
foamy urine mild to moderate,Nephrology,12
irregular periods sudden onset,Gynecology,7
hormonal imbalance sudden onset,Gynecology,7
neck stiffness chronic,Orthopedics,2
mood swings chronic,Psychiatry,9
knee pain sudden onset,Orthopedics,2
cough for 3 weeks since 2 days,Pulmonology,5
child rash sudden onset,Pediatrics,8
anxiety worsening at night,Psychiatry,9
numbness in face chronic,Neurology,1
eczema flare since 2 days,Dermatology,3
nausea in the morning,Gastroenterology,4
kidney pain worsening at night,Nephrology,12
memory loss sudden onset,Neurology,1
breathlessness at night in the morning,Pulmonology,5
child rash in the morning,Pediatrics,8
schizophrenia symptoms,Psychiatry,9
itching worsening at night,Dermatology,3
sudden weight gain mild to moderate,Endocrinology,6
fever since 2 days,General Medicine,13
panic attacks worsening at night,Psychiatry,9
pelvic pain after eating,Gynecology,7
swollen ankles with fever,Cardiology,0
floaters in vision in the morning,Ophthalmology,10
sore throat with fever,ENT,11
child vomiting in the morning,Pediatrics,8
child vomiting in the morning,Pediatrics,8
asthma attack since 1 week,Pulmonology,5
bloating sudden onset,Gastroenterology,4
heart racing since 1 week,Cardiology,0
childhood asthma in the morning,Pediatrics,8
severe headache sudden onset,Neurology,1
floaters in vision after eating,Ophthalmology,10
typhoid symptoms after eating,General Medicine,13
constipation sudden onset,Gastroenterology,4
dengue symptoms chronic,General Medicine,13
chest congestion mild to moderate,Pulmonology,5
fracture after eating,Orthopedics,2
fever,General Medicine,13
skin rash chronic,Dermatology,3
phobia mild to moderate,Psychiatry,9
acid reflux mild to moderate,Gastroenterology,4
sudden weight gain with fever,Endocrinology,6
swollen face in morning with fever,Nephrology,12
decreased urine output since 1 week,Nephrology,12
newborn jaundice since 2 days,Pediatrics,8
weakness with fever,General Medicine,13
decreased urine output worsening at night,Nephrology,12
nail discoloration chronic,Dermatology,3
TB symptoms,Pulmonology,5
suicidal thoughts in the morning,Psychiatry,9
irregular heartbeat worsening at night,Cardiology,0
liver pain,Gastroenterology,4
fever mild to moderate,General Medicine,13
swollen face in morning mild to moderate,Nephrology,12
foot pain in morning after eating,Orthopedics,2
asthma attack mild to moderate,Pulmonology,5
cold and cough after eating,General Medicine,13
diabetes symptoms with fever,Endocrinology,6
excessive sweating since 1 week,Endocrinology,6
weakness worsening at night,General Medicine,13
watery eyes in the morning,Ophthalmology,10
delayed milestones since 2 days,Pediatrics,8
yellow eyes worsening at night,Gastroenterology,4
skin rash since 1 week,Dermatology,3
nail discoloration sudden onset,Dermatology,3
acid reflux sudden onset,Gastroenterology,4
asthma attack since 2 days,Pulmonology,5
liver pain sudden onset,Gastroenterology,4
frequent UTI,Nephrology,12
bone pain worsening at night,Orthopedics,2
yellow eyes since 1 week,Gastroenterology,4
